ts_utc,ts_local,date_local,time_local,ride_id,ride_name,land,is_open,wait_time
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3231,Air Jumbo,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,17425,Barrels O’ Fun,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3270,Buccaneer,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3237,Carousel,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3244,Enchanted Teacups,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3245,Fender Benders,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,17426,Flying Scooters,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,15604,Giant Wheel,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3236,HARLEY QUINN™ Crazy Train,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3249,Houdini’s Great Escape,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,17427,Hypno Twister,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3250,Jolly Roger,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,15829,Roaring Rapids,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,15727,Scrambler,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3268,Tango,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,17428,Wave Swinger,Family Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3232,Air Safari,Kids' Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,10461,Barnstormer,Kids' Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3275,Bugaboo,Kids' Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3277,Bugs Bunny Camp Carousel,Kids' Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3279,Bugs Bunny Ranger Pilots,Kids' Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3240,Daffy Duck Hot Air Balloons,Kids' Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,10077,Lil' Devil Coaster,Kids' Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,15617,Porky Pig Camp Wagons,Kids' Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3257,Raja’s Rickshaws,Kids' Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3274,Safari Off-Road Adventure,Kids' Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3283,Saw Mill Log Flume,Kids' Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3281,Sky Zooma,Kids' Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,15789,Storm Chaser,Kids' Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3267,Super Round Up,Kids' Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,15594,Tree Top Hopper,Kids' Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3233,BATMAN™ The Ride,Thrill Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3243,El Toro,Thrill Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,8539,Jersey Devil Coaster,Thrill Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3916,JUSTICE LEAGUE™: Battle for METROPOLIS,Thrill Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,10533,Medusa,Thrill Rides,false,0
2026-08-22T04:00:00Z,2026-08-22T00:00:00-04:00,2026-08-22,00:00,3253,Nitro,Thrill Rides,false,0
